Sno,Name,Price,Orders,Date
18,Aloo Gobi,140,51,2023-02-01
19,Kadai Chicken,200,77,2023-02-01
20,Fish Curry,140,78,2023-02-01
1,Biryani,150,75,2023-02-02
2,Shawarma,120,62,2023-02-02
3,Appam,30,208,2023-02-02
4,Dosa,70,208,2023-02-02
5,Paratha,40,313,2023-02-02
6,Samosa,20,94,2023-02-02
7,Chicken Curry,140,92,2023-02-02
8,Paneer Tikka,180,51,2023-02-02
9,Mutton Biryani,250,51,2023-02-02
10,Rasam,70,87,2023-02-02
11,Palak Paneer,160,65,2023-02-02
12,Fried Rice,130,34,2023-02-02
13,Gulab Jamun,80,35,2023-02-02
14,Chicken 65,160,78,2023-02-02
15,Butter Chicken,200,75,2023-02-02
16,Veg Meals,110,88,2023-02-02
17,Chappathi,50,315,2023-02-02
18,Aloo Gobi,140,55,2023-02-02
19,Kadai Chicken,200,83,2023-02-02
20,Fish Curry,140,82,2023-02-02
1,Biryani,150,75,2023-02-03
2,Shawarma,120,50,2023-02-03
3,Appam,30,201,2023-02-03
4,Dosa,70,209,2023-02-03
5,Paratha,40,303,2023-02-03
6,Samosa,20,99,2023-02-03
7,Chicken Curry,140,85,2023-02-03
8,Paneer Tikka,180,56,2023-02-03
9,Mutton Biryani,250,58,2023-02-03
10,Rasam,70,70,2023-02-03
11,Palak Paneer,160,41,2023-02-03
12,Fried Rice,130,86,2023-02-03
13,Gulab Jamun,80,47,2023-02-03
14,Chicken 65,160,94,2023-02-03
15,Butter Chicken,200,107,2023-02-03
16,Veg Meals,110,95,2023-02-03
17,Chappathi,50,330,2023-02-03
18,Aloo Gobi,140,32,2023-02-03
19,Kadai Chicken,200,99,2023-02-03
20,Fish Curry,140,65,2023-02-03
1,Biryani,150,83,2023-02-04
2,Shawarma,120,64,2023-02-04
3,Appam,30,182,2023-02-04
4,Dosa,70,202,2023-02-04
5,Paratha,40,337,2023-02-04
6,Samosa,20,118,2023-02-04
7,Chicken Curry,140,100,2023-02-04
8,Paneer Tikka,180,57,2023-02-04
9,Mutton Biryani,250,48,2023-02-04
10,Rasam,70,67,2023-02-04
11,Palak Paneer,160,50,2023-02-04
12,Fried Rice,130,62,2023-02-04
13,Gulab Jamun,80,46,2023-02-04
14,Chicken 65,160,80,2023-02-04
15,Butter Chicken,200,114,2023-02-04
16,Veg Meals,110,75,2023-02-04
17,Chappathi,50,324,2023-02-04
18,Aloo Gobi,140,36,2023-02-04
19,Kadai Chicken,200,84,2023-02-04
20,Fish Curry,140,62,2023-02-04
1,Biryani,150,128,2023-02-05
2,Shawarma,120,65,2023-02-05
3,Appam,30,182,2023-02-05
4,Dosa,70,199,2023-02-05
5,Paratha,40,332,2023-02-05
6,Samosa,20,78,2023-02-05
7,Chicken Curry,140,91,2023-02-05
8,Paneer Tikka,180,31,2023-02-05
9,Mutton Biryani,250,48,2023-02-05
10,Rasam,70,55,2023-02-05
11,Palak Paneer,160,17,2023-02-05
12,Fried Rice,130,42,2023-02-05
13,Gulab Jamun,80,48,2023-02-05
14,Chicken 65,160,93,2023-02-05
15,Butter Chicken,200,106,2023-02-05
16,Veg Meals,110,56,2023-02-05
17,Chappathi,50,355,2023-02-05
18,Aloo Gobi,140,40,2023-02-05
19,Kadai Chicken,200,107,2023-02-05
20,Fish Curry,140,66,2023-02-05
1,Biryani,150,67,2023-02-06
2,Shawarma,120,61,2023-02-06
3,Appam,30,200,2023-02-06
4,Dosa,70,205,2023-02-06
5,Paratha,40,313,2023-02-06
6,Samosa,20,95,2023-02-06
7,Chicken Curry,140,72,2023-02-06
8,Paneer Tikka,180,51,2023-02-06
9,Mutton Biryani,250,50,2023-02-06
10,Rasam,70,91,2023-02-06
11,Palak Paneer,160,51,2023-02-06
12,Fried Rice,130,64,2023-02-06
13,Gulab Jamun,80,42,2023-02-06
14,Chicken 65,160,65,2023-02-06
15,Butter Chicken,200,79,2023-02-06
16,Veg Meals,110,85,2023-02-06
17,Chappathi,50,309,2023-02-06
18,Aloo Gobi,140,47,2023-02-06
19,Kadai Chicken,200,78,2023-02-06
20,Fish Curry,140,67,2023-02-06
1,Biryani,150,69,2023-02-07
2,Shawarma,120,60,2023-02-07
3,Appam,30,206,2023-02-07
4,Dosa,70,221,2023-02-07
5,Paratha,40,312,2023-02-07
6,Samosa,20,101,2023-02-07
7,Chicken Curry,140,82,2023-02-07
8,Paneer Tikka,180,57,2023-02-07
9,Mutton Biryani,250,56,2023-02-07
10,Rasam,70,62,2023-02-07
11,Palak Paneer,160,52,2023-02-07
12,Fried Rice,130,63,2023-02-07
13,Gulab Jamun,80,46,2023-02-07
14,Chicken 65,160,86,2023-02-07
15,Butter Chicken,200,74,2023-02-07
16,Veg Meals,110,89,2023-02-07
17,Chappathi,50,323,2023-02-07
18,Aloo Gobi,140,56,2023-02-07
19,Kadai Chicken,200,76,2023-02-07
20,Fish Curry,140,68,2023-02-07
1,Biryani,150,85,2023-02-08
2,Shawarma,120,58,2023-02-08
3,Appam,30,198,2023-02-08
4,Dosa,70,210,2023-02-08
5,Paratha,40,290,2023-02-08
6,Samosa,20,85,2023-02-08
7,Chicken Curry,140,84,2023-02-08
8,Paneer Tikka,180,56,2023-02-08
9,Mutton Biryani,250,50,2023-02-08
10,Rasam,70,82,2023-02-08
11,Palak Paneer,160,40,2023-02-08
12,Fried Rice,130,75,2023-02-08
13,Gulab Jamun,80,34,2023-02-08
14,Chicken 65,160,70,2023-02-08
15,Butter Chicken,200,75,2023-02-08
16,Veg Meals,110,93,2023-02-08
17,Chappathi,50,316,2023-02-08
18,Aloo Gobi,140,51,2023-02-08
19,Kadai Chicken,200,76,2023-02-08
20,Fish Curry,140,63,2023-02-08
1,Biryani,150,75,2023-02-09
2,Shawarma,120,53,2023-02-09
3,Appam,30,208,2023-02-09
4,Dosa,70,217,2023-02-09
5,Paratha,40,300,2023-02-09
6,Samosa,20,98,2023-02-09
7,Chicken Curry,140,75,2023-02-09
8,Paneer Tikka,180,54,2023-02-09
9,Mutton Biryani,250,63,2023-02-09
10,Rasam,70,77,2023-02-09
11,Palak Paneer,160,35,2023-02-09
12,Fried Rice,130,46,2023-02-09
13,Gulab Jamun,80,56,2023-02-09
14,Chicken 65,160,82,2023-02-09
15,Butter Chicken,200,71,2023-02-09
16,Veg Meals,110,91,2023-02-09
17,Chappathi,50,312,2023-02-09
18,Aloo Gobi,140,54,2023-02-09
19,Kadai Chicken,200,78,2023-02-09
20,Fish Curry,140,83,2023-02-09
1,Biryani,150,66,2023-02-10
2,Shawarma,120,64,2023-02-10
3,Appam,30,197,2023-02-10
4,Dosa,70,195,2023-02-10
5,Paratha,40,316,2023-02-10
6,Samosa,20,103,2023-02-10
7,Chicken Curry,140,85,2023-02-10
8,Paneer Tikka,180,46,2023-02-10
9,Mutton Biryani,250,64,2023-02-10
10,Rasam,70,89,2023-02-10
11,Palak Paneer,160,52,2023-02-10
12,Fried Rice,130,60,2023-02-10
13,Gulab Jamun,80,35,2023-02-10
14,Chicken 65,160,79,2023-02-10
15,Butter Chicken,200,98,2023-02-10
16,Veg Meals,110,98,2023-02-10
17,Chappathi,50,328,2023-02-10
18,Aloo Gobi,140,55,2023-02-10
19,Kadai Chicken,200,108,2023-02-10
20,Fish Curry,140,80,2023-02-10
1,Biryani,150,105,2023-02-11
2,Shawarma,120,64,2023-02-11
3,Appam,30,184,2023-02-11
4,Dosa,70,218,2023-02-11
5,Paratha,40,355,2023-02-11
6,Samosa,20,84,2023-02-11
7,Chicken Curry,140,84,2023-02-11
8,Paneer Tikka,180,41,2023-02-11
9,Mutton Biryani,250,41,2023-02-11
10,Rasam,70,57,2023-02-11
11,Palak Paneer,160,26,2023-02-11
12,Fried Rice,130,71,2023-02-11
13,Gulab Jamun,80,27,2023-02-11
14,Chicken 65,160,104,2023-02-11
15,Butter Chicken,200,112,2023-02-11
16,Veg Meals,110,85,2023-02-11
17,Chappathi,50,351,2023-02-11
18,Aloo Gobi,140,51,2023-02-11
19,Kadai Chicken,200,96,2023-02-11
20,Fish Curry,140,66,2023-02-11
1,Biryani,150,130,2023-02-12
2,Shawarma,120,62,2023-02-12
3,Appam,30,191,2023-02-12
4,Dosa,70,191,2023-02-12
5,Paratha,40,355,2023-02-12
6,Samosa,20,83,2023-02-12
7,Chicken Curry,140,85,2023-02-12
8,Paneer Tikka,180,30,2023-02-12
9,Mutton Biryani,250,20,2023-02-12
10,Rasam,70,86,2023-02-12
11,Palak Paneer,160,27,2023-02-12
12,Fried Rice,130,65,2023-02-12
13,Gulab Jamun,80,45,2023-02-12
14,Chicken 65,160,98,2023-02-12
15,Butter Chicken,200,101,2023-02-12
16,Veg Meals,110,73,2023-02-12
17,Chappathi,50,356,2023-02-12
18,Aloo Gobi,140,33,2023-02-12
19,Kadai Chicken,200,105,2023-02-12
20,Fish Curry,140,72,2023-02-12
1,Biryani,150,71,2023-02-13
2,Shawarma,120,57,2023-02-13
3,Appam,30,203,2023-02-13
4,Dosa,70,221,2023-02-13
5,Paratha,40,301,2023-02-13
6,Samosa,20,108,2023-02-13
7,Chicken Curry,140,78,2023-02-13
8,Paneer Tikka,180,46,2023-02-13
9,Mutton Biryani,250,52,2023-02-13
10,Rasam,70,88,2023-02-13
11,Palak Paneer,160,56,2023-02-13
12,Fried Rice,130,64,2023-02-13
13,Gulab Jamun,80,41,2023-02-13
14,Chicken 65,160,72,2023-02-13
15,Butter Chicken,200,70,2023-02-13
16,Veg Meals,110,95,2023-02-13
17,Chappathi,50,306,2023-02-13
18,Aloo Gobi,140,52,2023-02-13
19,Kadai Chicken,200,61,2023-02-13
20,Fish Curry,140,72,2023-02-13
1,Biryani,150,66,2023-02-14
2,Shawarma,120,56,2023-02-14
3,Appam,30,206,2023-02-14
4,Dosa,70,209,2023-02-14
5,Paratha,40,303,2023-02-14
6,Samosa,20,98,2023-02-14
7,Chicken Curry,140,78,2023-02-14
8,Paneer Tikka,180,54,2023-02-14
9,Mutton Biryani,250,60,2023-02-14
10,Rasam,70,73,2023-02-14
11,Palak Paneer,160,51,2023-02-14
12,Fried Rice,130,51,2023-02-14
13,Gulab Jamun,80,46,2023-02-14
14,Chicken 65,160,74,2023-02-14
15,Butter Chicken,200,73,2023-02-14
16,Veg Meals,110,96,2023-02-14
17,Chappathi,50,327,2023-02-14
18,Aloo Gobi,140,57,2023-02-14
19,Kadai Chicken,200,74,2023-02-14
20,Fish Curry,140,71,2023-02-14
1,Biryani,150,80,2023-02-15
2,Shawarma,120,58,2023-02-15
3,Appam,30,208,2023-02-15
4,Dosa,70,211,2023-02-15
5,Paratha,40,296,2023-02-15
6,Samosa,20,98,2023-02-15
7,Chicken Curry,140,83,2023-02-15
8,Paneer Tikka,180,46,2023-02-15
9,Mutton Biryani,250,51,2023-02-15
10,Rasam,70,82,2023-02-15
11,Palak Paneer,160,51,2023-02-15
12,Fried Rice,130,67,2023-02-15
13,Gulab Jamun,80,36,2023-02-15
14,Chicken 65,160,81,2023-02-15
15,Butter Chicken,200,88,2023-02-15
16,Veg Meals,110,99,2023-02-15
17,Chappathi,50,313,2023-02-15
18,Aloo Gobi,140,47,2023-02-15
19,Kadai Chicken,200,82,2023-02-15
20,Fish Curry,140,78,2023-02-15
1,Biryani,150,69,2023-02-16
2,Shawarma,120,63,2023-02-16
3,Appam,30,202,2023-02-16
4,Dosa,70,216,2023-02-16
5,Paratha,40,310,2023-02-16
6,Samosa,20,105,2023-02-16
7,Chicken Curry,140,88,2023-02-16
8,Paneer Tikka,180,48,2023-02-16
9,Mutton Biryani,250,49,2023-02-16
10,Rasam,70,83,2023-02-16
11,Palak Paneer,160,41,2023-02-16
12,Fried Rice,130,42,2023-02-16
13,Gulab Jamun,80,26,2023-02-16
14,Chicken 65,160,67,2023-02-16
15,Butter Chicken,200,60,2023-02-16
16,Veg Meals,110,97,2023-02-16
17,Chappathi,50,317,2023-02-16
18,Aloo Gobi,140,62,2023-02-16
19,Kadai Chicken,200,86,2023-02-16
20,Fish Curry,140,63,2023-02-16
1,Biryani,150,71,2023-02-17
2,Shawarma,120,66,2023-02-17
3,Appam,30,205,2023-02-17
4,Dosa,70,221,2023-02-17
5,Paratha,40,306,2023-02-17
6,Samosa,20,100,2023-02-17
7,Chicken Curry,140,98,2023-02-17
8,Paneer Tikka,180,59,2023-02-17
9,Mutton Biryani,250,85,2023-02-17
10,Rasam,70,57,2023-02-17
11,Palak Paneer,160,41,2023-02-17
12,Fried Rice,130,89,2023-02-17
13,Gulab Jamun,80,49,2023-02-17
14,Chicken 65,160,90,2023-02-17
15,Butter Chicken,200,104,2023-02-17
16,Veg Meals,110,88,2023-02-17
17,Chappathi,50,318,2023-02-17
18,Aloo Gobi,140,26,2023-02-17
19,Kadai Chicken,200,73,2023-02-17
20,Fish Curry,140,59,2023-02-17
1,Biryani,150,107,2023-02-18
2,Shawarma,120,69,2023-02-18
3,Appam,30,178,2023-02-18
4,Dosa,70,209,2023-02-18
5,Paratha,40,334,2023-02-18
6,Samosa,20,87,2023-02-18
7,Chicken Curry,140,80,2023-02-18
8,Paneer Tikka,180,32,2023-02-18
9,Mutton Biryani,250,54,2023-02-18
10,Rasam,70,67,2023-02-18
11,Palak Paneer,160,41,2023-02-18
12,Fried Rice,130,52,2023-02-18
13,Gulab Jamun,80,49,2023-02-18
14,Chicken 65,160,95,2023-02-18
15,Butter Chicken,200,100,2023-02-18
16,Veg Meals,110,86,2023-02-18
17,Chappathi,50,351,2023-02-18
18,Aloo Gobi,140,42,2023-02-18
19,Kadai Chicken,200,88,2023-02-18
20,Fish Curry,140,98,2023-02-18
1,Biryani,150,129,2023-02-19
2,Shawarma,120,79,2023-02-19
3,Appam,30,184,2023-02-19
4,Dosa,70,199,2023-02-19
5,Paratha,40,351,2023-02-19
6,Samosa,20,72,2023-02-19
7,Chicken Curry,140,90,2023-02-19
8,Paneer Tikka,180,34,2023-02-19
9,Mutton Biryani,250,50,2023-02-19
10,Rasam,70,79,2023-02-19
11,Palak Paneer,160,37,2023-02-19
12,Fried Rice,130,37,2023-02-19
13,Gulab Jamun,80,56,2023-02-19
14,Chicken 65,160,112,2023-02-19
15,Butter Chicken,200,99,2023-02-19
16,Veg Meals,110,83,2023-02-19
17,Chappathi,50,340,2023-02-19
18,Aloo Gobi,140,15,2023-02-19
19,Kadai Chicken,200,109,2023-02-19
20,Fish Curry,140,55,2023-02-19
1,Biryani,150,74,2023-02-20
2,Shawarma,120,64,2023-02-20
3,Appam,30,200,2023-02-20
4,Dosa,70,224,2023-02-20
5,Paratha,40,304,2023-02-20
6,Samosa,20,99,2023-02-20
7,Chicken Curry,140,78,2023-02-20
8,Paneer Tikka,180,50,2023-02-20
9,Mutton Biryani,250,56,2023-02-20
10,Rasam,70,77,2023-02-20
11,Palak Paneer,160,50,2023-02-20
12,Fried Rice,130,44,2023-02-20
13,Gulab Jamun,80,50,2023-02-20
14,Chicken 65,160,79,2023-02-20
15,Butter Chicken,200,74,2023-02-20
16,Veg Meals,110,91,2023-02-20
17,Chappathi,50,310,2023-02-20
18,Aloo Gobi,140,43,2023-02-20
19,Kadai Chicken,200,70,2023-02-20
20,Fish Curry,140,75,2023-02-20
1,Biryani,150,73,2023-02-21
2,Shawarma,120,60,2023-02-21
3,Appam,30,206,2023-02-21
4,Dosa,70,216,2023-02-21
5,Paratha,40,302,2023-02-21
6,Samosa,20,103,2023-02-21
7,Chicken Curry,140,90,2023-02-21
8,Paneer Tikka,180,56,2023-02-21
9,Mutton Biryani,250,45,2023-02-21
10,Rasam,70,80,2023-02-21
11,Palak Paneer,160,44,2023-02-21
12,Fried Rice,130,54,2023-02-21
13,Gulab Jamun,80,31,2023-02-21
14,Chicken 65,160,72,2023-02-21
15,Butter Chicken,200,62,2023-02-21
16,Veg Meals,110,112,2023-02-21
17,Chappathi,50,311,2023-02-21
18,Aloo Gobi,140,61,2023-02-21
19,Kadai Chicken,200,84,2023-02-21
20,Fish Curry,140,72,2023-02-21
1,Biryani,150,78,2023-02-22
2,Shawarma,120,63,2023-02-22
3,Appam,30,206,2023-02-22
4,Dosa,70,211,2023-02-22
5,Paratha,40,290,2023-02-22
6,Samosa,20,104,2023-02-22
7,Chicken Curry,140,76,2023-02-22
8,Paneer Tikka,180,56,2023-02-22
9,Mutton Biryani,250,40,2023-02-22
10,Rasam,70,89,2023-02-22
11,Palak Paneer,160,47,2023-02-22
12,Fried Rice,130,51,2023-02-22
13,Gulab Jamun,80,43,2023-02-22
14,Chicken 65,160,73,2023-02-22
15,Butter Chicken,200,78,2023-02-22
16,Veg Meals,110,84,2023-02-22
17,Chappathi,50,324,2023-02-22
18,Aloo Gobi,140,62,2023-02-22
19,Kadai Chicken,200,77,2023-02-22
20,Fish Curry,140,69,2023-02-22
1,Biryani,150,75,2023-02-23
2,Shawarma,120,65,2023-02-23
3,Appam,30,203,2023-02-23
4,Dosa,70,220,2023-02-23
5,Paratha,40,301,2023-02-23
6,Samosa,20,110,2023-02-23
7,Chicken Curry,140,81,2023-02-23
8,Paneer Tikka,180,55,2023-02-23
9,Mutton Biryani,250,48,2023-02-23
10,Rasam,70,80,2023-02-23
11,Palak Paneer,160,54,2023-02-23
12,Fried Rice,130,48,2023-02-23
13,Gulab Jamun,80,35,2023-02-23
14,Chicken 65,160,82,2023-02-23
15,Butter Chicken,200,87,2023-02-23
16,Veg Meals,110,86,2023-02-23
17,Chappathi,50,304,2023-02-23
18,Aloo Gobi,140,55,2023-02-23
19,Kadai Chicken,200,90,2023-02-23
20,Fish Curry,140,79,2023-02-23
1,Biryani,150,83,2023-02-24
2,Shawarma,120,61,2023-02-24
3,Appam,30,201,2023-02-24
4,Dosa,70,208,2023-02-24
5,Paratha,40,306,2023-02-24
6,Samosa,20,100,2023-02-24
7,Chicken Curry,140,96,2023-02-24
8,Paneer Tikka,180,59,2023-02-24
9,Mutton Biryani,250,45,2023-02-24
10,Rasam,70,83,2023-02-24
11,Palak Paneer,160,63,2023-02-24
12,Fried Rice,130,49,2023-02-24
13,Gulab Jamun,80,39,2023-02-24
14,Chicken 65,160,74,2023-02-24
15,Butter Chicken,200,78,2023-02-24
16,Veg Meals,110,90,2023-02-24
17,Chappathi,50,319,2023-02-24
18,Aloo Gobi,140,52,2023-02-24
19,Kadai Chicken,200,96,2023-02-24
20,Fish Curry,140,65,2023-02-24
1,Biryani,150,93,2023-02-25
2,Shawarma,120,57,2023-02-25
3,Appam,30,187,2023-02-25
4,Dosa,70,192,2023-02-25
5,Paratha,40,348,2023-02-25
6,Samosa,20,89,2023-02-25
7,Chicken Curry,140,97,2023-02-25
8,Paneer Tikka,180,36,2023-02-25
9,Mutton Biryani,250,62,2023-02-25
10,Rasam,70,74,2023-02-25
11,Palak Paneer,160,55,2023-02-25
12,Fried Rice,130,84,2023-02-25
13,Gulab Jamun,80,55,2023-02-25
14,Chicken 65,160,103,2023-02-25
15,Butter Chicken,200,82,2023-02-25
16,Veg Meals,110,72,2023-02-25
17,Chappathi,50,344,2023-02-25
18,Aloo Gobi,140,29,2023-02-25
19,Kadai Chicken,200,97,2023-02-25
20,Fish Curry,140,64,2023-02-25
1,Biryani,150,128,2023-02-26
2,Shawarma,120,60,2023-02-26
3,Appam,30,171,2023-02-26
4,Dosa,70,199,2023-02-26
5,Paratha,40,355,2023-02-26
6,Samosa,20,82,2023-02-26
7,Chicken Curry,140,89,2023-02-26
8,Paneer Tikka,180,30,2023-02-26
9,Mutton Biryani,250,50,2023-02-26
10,Rasam,70,67,2023-02-26
11,Palak Paneer,160,39,2023-02-26
12,Fried Rice,130,76,2023-02-26
13,Gulab Jamun,80,57,2023-02-26
14,Chicken 65,160,102,2023-02-26
15,Butter Chicken,200,97,2023-02-26
16,Veg Meals,110,59,2023-02-26
17,Chappathi,50,349,2023-02-26
18,Aloo Gobi,140,21,2023-02-26
19,Kadai Chicken,200,102,2023-02-26
20,Fish Curry,140,67,2023-02-26
1,Biryani,150,60,2023-02-27
2,Shawarma,120,57,2023-02-27
3,Appam,30,199,2023-02-27
4,Dosa,70,206,2023-02-27
5,Paratha,40,310,2023-02-27
6,Samosa,20,87,2023-02-27
7,Chicken Curry,140,71,2023-02-27
8,Paneer Tikka,180,49,2023-02-27
9,Mutton Biryani,250,55,2023-02-27
10,Rasam,70,69,2023-02-27
11,Palak Paneer,160,61,2023-02-27
12,Fried Rice,130,51,2023-02-27
13,Gulab Jamun,80,27,2023-02-27
14,Chicken 65,160,80,2023-02-27
15,Butter Chicken,200,71,2023-02-27
16,Veg Meals,110,88,2023-02-27
17,Chappathi,50,313,2023-02-27
18,Aloo Gobi,140,57,2023-02-27
19,Kadai Chicken,200,69,2023-02-27
20,Fish Curry,140,77,2023-02-27
1,Biryani,150,70,2023-02-28
2,Shawarma,120,58,2023-02-28
3,Appam,30,208,2023-02-28
4,Dosa,70,213,2023-02-28
5,Paratha,40,295,2023-02-28
6,Samosa,20,105,2023-02-28
7,Chicken Curry,140,88,2023-02-28
8,Paneer Tikka,180,45,2023-02-28
9,Mutton Biryani,250,46,2023-02-28
10,Rasam,70,76,2023-02-28
11,Palak Paneer,160,69,2023-02-28
12,Fried Rice,130,69,2023-02-28
13,Gulab Jamun,80,45,2023-02-28
14,Chicken 65,160,76,2023-02-28
15,Butter Chicken,200,72,2023-02-28
16,Veg Meals,110,93,2023-02-28
17,Chappathi,50,323,2023-02-28
18,Aloo Gobi,140,47,2023-02-28
19,Kadai Chicken,200,70,2023-02-28
20,Fish Curry,140,56,2023-02-28
1,Biryani,150,82,2023-03-01
2,Shawarma,120,63,2023-03-01
3,Appam,30,209,2023-03-01
4,Dosa,70,221,2023-03-01
5,Paratha,40,311,2023-03-01
6,Samosa,20,102,2023-03-01
7,Chicken Curry,140,85,2023-03-01
8,Paneer Tikka,180,62,2023-03-01
9,Mutton Biryani,250,66,2023-03-01
10,Rasam,70,92,2023-03-01
11,Palak Paneer,160,53,2023-03-01
12,Fried Rice,130,57,2023-03-01
13,Gulab Jamun,80,48,2023-03-01
14,Chicken 65,160,91,2023-03-01
15,Butter Chicken,200,79,2023-03-01
16,Veg Meals,110,93,2023-03-01
17,Chappathi,50,310,2023-03-01
18,Aloo Gobi,140,50,2023-03-01
19,Kadai Chicken,200,74,2023-03-01
20,Fish Curry,140,62,2023-03-01
1,Biryani,150,78,2023-03-02
2,Shawarma,120,64,2023-03-02
3,Appam,30,201,2023-03-02
4,Dosa,70,214,2023-03-02
5,Paratha,40,296,2023-03-02
6,Samosa,20,104,2023-03-02
7,Chicken Curry,140,82,2023-03-02
8,Paneer Tikka,180,50,2023-03-02
9,Mutton Biryani,250,55,2023-03-02
10,Rasam,70,75,2023-03-02
11,Palak Paneer,160,49,2023-03-02
12,Fried Rice,130,54,2023-03-02
13,Gulab Jamun,80,28,2023-03-02
14,Chicken 65,160,78,2023-03-02
15,Butter Chicken,200,74,2023-03-02
16,Veg Meals,110,83,2023-03-02
17,Chappathi,50,294,2023-03-02
18,Aloo Gobi,140,44,2023-03-02
19,Kadai Chicken,200,86,2023-03-02
20,Fish Curry,140,87,2023-03-02
1,Biryani,150,90,2023-03-03
2,Shawarma,120,70,2023-03-03
3,Appam,30,193,2023-03-03
4,Dosa,70,219,2023-03-03
5,Paratha,40,330,2023-03-03
6,Samosa,20,107,2023-03-03
7,Chicken Curry,140,75,2023-03-03
8,Paneer Tikka,180,53,2023-03-03
9,Mutton Biryani,250,57,2023-03-03
10,Rasam,70,82,2023-03-03
11,Palak Paneer,160,51,2023-03-03
12,Fried Rice,130,54,2023-03-03
13,Gulab Jamun,80,58,2023-03-03
14,Chicken 65,160,77,2023-03-03
15,Butter Chicken,200,77,2023-03-03
16,Veg Meals,110,98,2023-03-03
17,Chappathi,50,328,2023-03-03
18,Aloo Gobi,140,34,2023-03-03
19,Kadai Chicken,200,72,2023-03-03
20,Fish Curry,140,90,2023-03-03
1,Biryani,150,126,2023-03-04
2,Shawarma,120,60,2023-03-04
3,Appam,30,186,2023-03-04
4,Dosa,70,198,2023-03-04
5,Paratha,40,363,2023-03-04
6,Samosa,20,97,2023-03-04
7,Chicken Curry,140,84,2023-03-04
8,Paneer Tikka,180,50,2023-03-04
9,Mutton Biryani,250,56,2023-03-04
10,Rasam,70,71,2023-03-04
11,Palak Paneer,160,46,2023-03-04
12,Fried Rice,130,71,2023-03-04
13,Gulab Jamun,80,37,2023-03-04
14,Chicken 65,160,90,2023-03-04
15,Butter Chicken,200,94,2023-03-04
16,Veg Meals,110,60,2023-03-04
17,Chappathi,50,347,2023-03-04
18,Aloo Gobi,140,32,2023-03-04
19,Kadai Chicken,200,99,2023-03-04
20,Fish Curry,140,68,2023-03-04
1,Biryani,150,128,2023-03-05
2,Shawarma,120,66,2023-03-05
3,Appam,30,187,2023-03-05
4,Dosa,70,197,2023-03-05
5,Paratha,40,358,2023-03-05
6,Samosa,20,91,2023-03-05
7,Chicken Curry,140,97,2023-03-05
8,Paneer Tikka,180,29,2023-03-05
9,Mutton Biryani,250,53,2023-03-05
10,Rasam,70,61,2023-03-05
11,Palak Paneer,160,28,2023-03-05
12,Fried Rice,130,44,2023-03-05
13,Gulab Jamun,80,39,2023-03-05
14,Chicken 65,160,94,2023-03-05
15,Butter Chicken,200,113,2023-03-05
16,Veg Meals,110,57,2023-03-05
17,Chappathi,50,352,2023-03-05
18,Aloo Gobi,140,23,2023-03-05
19,Kadai Chicken,200,100,2023-03-05
20,Fish Curry,140,73,2023-03-05
1,Biryani,150,70,2023-03-06
2,Shawarma,120,69,2023-03-06
3,Appam,30,200,2023-03-06
4,Dosa,70,218,2023-03-06
5,Paratha,40,300,2023-03-06
6,Samosa,20,117,2023-03-06
7,Chicken Curry,140,73,2023-03-06
8,Paneer Tikka,180,51,2023-03-06
9,Mutton Biryani,250,59,2023-03-06
10,Rasam,70,81,2023-03-06
11,Palak Paneer,160,39,2023-03-06
12,Fried Rice,130,49,2023-03-06
13,Gulab Jamun,80,43,2023-03-06
14,Chicken 65,160,65,2023-03-06
15,Butter Chicken,200,82,2023-03-06
16,Veg Meals,110,81,2023-03-06
17,Chappathi,50,306,2023-03-06
18,Aloo Gobi,140,55,2023-03-06
19,Kadai Chicken,200,88,2023-03-06
20,Fish Curry,140,61,2023-03-06
1,Biryani,150,71,2023-03-07
2,Shawarma,120,69,2023-03-07
3,Appam,30,199,2023-03-07
4,Dosa,70,215,2023-03-07
5,Paratha,40,293,2023-03-07
6,Samosa,20,96,2023-03-07
7,Chicken Curry,140,78,2023-03-07
8,Paneer Tikka,180,57,2023-03-07
9,Mutton Biryani,250,59,2023-03-07
10,Rasam,70,82,2023-03-07
11,Palak Paneer,160,44,2023-03-07
12,Fried Rice,130,45,2023-03-07
13,Gulab Jamun,80,42,2023-03-07
14,Chicken 65,160,70,2023-03-07
15,Butter Chicken,200,72,2023-03-07
16,Veg Meals,110,90,2023-03-07
17,Chappathi,50,320,2023-03-07
18,Aloo Gobi,140,54,2023-03-07
19,Kadai Chicken,200,93,2023-03-07
20,Fish Curry,140,80,2023-03-07
1,Biryani,150,71,2023-03-08
2,Shawarma,120,76,2023-03-08
3,Appam,30,201,2023-03-08
4,Dosa,70,223,2023-03-08
5,Paratha,40,296,2023-03-08
6,Samosa,20,100,2023-03-08
7,Chicken Curry,140,81,2023-03-08
8,Paneer Tikka,180,49,2023-03-08
9,Mutton Biryani,250,36,2023-03-08
10,Rasam,70,93,2023-03-08
11,Palak Paneer,160,46,2023-03-08
12,Fried Rice,130,54,2023-03-08
13,Gulab Jamun,80,29,2023-03-08
14,Chicken 65,160,73,2023-03-08
15,Butter Chicken,200,70,2023-03-08
16,Veg Meals,110,94,2023-03-08
17,Chappathi,50,329,2023-03-08
18,Aloo Gobi,140,50,2023-03-08
19,Kadai Chicken,200,72,2023-03-08
